ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2509,Skoda Superb 1.8 TSI MT,Pune,2012,282000,Petrol,Manual,First,13.14 kmpl,1798 CC,160 bhp,5,3.3
2510,Fiat Linea T-Jet Active,Coimbatore,2016,39228,Petrol,Manual,First,15.7 kmpl,1368 CC,112.4 bhp,5,6.58
2511,Renault Duster 85PS Diesel RxL,Delhi,2013,66314,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,5.5
2512,Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,12923,Diesel,Manual,First,25.1 kmpl,1248 CC,,5,8.92
2513,Hyundai i10 Magna 1.1,Coimbatore,2013,64466,Petrol,Manual,First,,1086 CC,68.05 bhp,5,3.96
2514,Hyundai Accent GLE,Kolkata,2005,50000,Petrol,Manual,,13.2 kmpl,1495 CC,94 bhp,5,0.7
2515,Jeep Compass 2.0 Limited Option Black,Mumbai,,7000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,17.45
2516,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.9 kmpl,2143 CC,,5,25.75
2517,Maruti Ritz VDi,Mumbai,2011,75308,Diesel,Manual,,21.1 kmpl,1248 CC,73.9 bhp,5,2.8
2518,Skoda Laura Classic 1.8 TSI,Pune,2010,85000,Petrol,Manual,First,17.5 kmpl,1798 CC,null bhp,5,2.85
2519,Nissan Sunny XE P,Coimbatore,2012,50297,Petrol,Manual,First,,1498 CC,97.6 bhp,5,4.69
2520,Mahindra Bolero ZLX,Mumbai,2016,40448,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,3.5
2521,Maruti Ertiga VXI AT Petrol,Mumbai,2017,28000,Petrol,Automatic,First,18.69 kmpl,1462 CC,103 bhp,7,8
2522,Hyundai i10 Magna 1.1L,Delhi,2009,60000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,1.9
2523,Maruti Omni E MPI STD BS IV,Jaipur,2015,15000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8,2.35
2524,Audi A4 2.0 TDI,Kolkata,2009,,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5,8.5
2525,Toyota Etios GD,Kolkata,2012,60000,Diesel,Manual,,23.59 kmpl,1364 CC,null bhp,5,2.95
2526,Maruti Swift Dzire LDI,Chennai,2016,,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,4.5
2527,Maruti Swift VXi BSIV,Delhi,2016,42000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,4.75
2528,Honda Brio V MT,Mumbai,2013,,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.25
2529,Maruti Ertiga ZDI,Bangalore,2015,74000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,8.75
2530,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,15399,Petrol,Manual,,18.7 kmpl,1199 CC,88.7 bhp,5,6.4
2531,Maruti Wagon R VXI,Delhi,2016,22000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,3.7
2532,Hyundai Grand i10 Asta Option,Mumbai,2017,13000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,5.15
2533,Mahindra XUV500 W8 2WD,Delhi,2014,,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,8
2534,Hyundai Verna SX CRDi AT,Chennai,2012,41000,Diesel,Automatic,First,19.08 kmpl,0CC,126.32 bhp,5,6.25
2535,Hyundai Xcent 1.1 CRDi SX Option,Jaipur,2014,65000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,6
2536,Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,Diesel,Manual,First,20.5 kmpl,1582 CC,,5,10.8
2537,Honda City i-VTEC S,Delhi,2010,76752,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,3.57
2538,Hyundai i20 Magna,Jaipur,2013,59000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5,4.1
2539,Volkswagen Polo Petrol Highline 1.2L,Bangalore,,37000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,5.1
2540,Toyota Etios Cross 1.4L GD,Kochi,,36681,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,6.71
2541,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,26000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,6.2
2542,Mahindra XUV500 W8 2WD,Ahmedabad,2014,67000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7,7.2
2543,Maruti Dzire VDI,Kochi,2017,54758,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,6.67
2544,Audi A4 35 TDI Technology,Hyderabad,2015,45000,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5,25
2545,Hyundai Xcent 1.1 CRDi Base,Pune,2016,76000,Diesel,Manual,,24.4 kmpl,1120 CC,71 bhp,5,3.8
2546,Honda Brio S Option MT,Mumbai,2012,39566,,Manual,Second,18.4 kmpl,1198 CC,86.8 bhp,5,2.75
2547,Toyota Fortuner 3.0 Diesel,Hyderabad,2013,63455,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,19
2548,Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,22.9 kmpl,0CC,74 bhp,5,4.94
2549,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2016,,Diesel,Automatic,First,14.84 kmpl,2143 CC,167.62 bhp,5,35
2550,Maruti Alto K10 VXI AGS,Chennai,2016,57000,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,3.4
2551,Fiat Linea Emotion Pack (Diesel),Pune,2010,172050,Diesel,Manual,Second,19.0 kmpl,1248 CC,,5,2.25
2552,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Kochi,2014,56778,Petrol,Automatic,First,11.74 kmpl,1796 CC,,5,15.46
2553,Maruti Swift Ldi BSIV,Delhi,2014,62000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,3.75
2554,Maruti Celerio VXI AT,Hyderabad,2014,24300,Petrol,Automatic,First,23.1 kmpl,998 CC,,5,4.55
2555,Chevrolet Beat Diesel LT,Chennai,2011,109500,Diesel,Manual,Third,25.44 kmpl,936 CC,57.6 bhp,5,1.5
2556,Maruti Ertiga ZXI,Mumbai,2012,,Petrol,Manual,Second,17.5 kmpl,1373 CC,91.1 bhp,7,5.15
2557,Ford Ikon 1.3 Flair,Pune,2006,98293,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,5,1.55
2558,Renault Duster 110PS Diesel RxZ,Kolkata,2014,,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,5.49
2559,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2019,18453,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.17
2560,Hyundai Creta 1.4 E Plus Diesel,Kochi,2018,41641,Diesel,Manual,First,21.38 kmpl,0CC,88.7 bhp,5,10.82
2561,Maruti Wagon R LXI,Hyderabad,2012,,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,3.2
2562,Hyundai Grand i10 CRDi Sportz,Hyderabad,2015,76362,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,5.5
2563,Mahindra XUV500 W8 4WD,Bangalore,2013,52910,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7,9.5
2564,Maruti Swift VDI,Kochi,2016,38143,,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,5.22
2565,Toyota Camry Hybrid,Delhi,2014,67000,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5,18.75
2566,Porsche Cayenne Turbo S,Mumbai,2010,,Petrol,Automatic,Second,11.9 kmpl,4806 CC,550 bhp,5,32
2567,Hyundai i10 Magna 1.2,Coimbatore,2013,36264,,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,4.32
2568,Honda Amaze E i-Dtech,Ahmedabad,2014,59000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,4.75
2569,Maruti Ciaz ZDi Plus,Coimbatore,2018,68737,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,9.32
2570,Maruti 800 AC,Jaipur,2010,,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4,0.9
2571,Hyundai Creta 1.6 CRDi SX,Hyderabad,2016,63738,Diesel,Manual,First,19.67 kmpl,0CC,126.2 bhp,5,11.9
2572,Audi A4 35 TDI Premium Sport,Chennai,,11000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,28
2573,Toyota Corolla Altis 1.8 VL CVT,Delhi,2017,21000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,18
2574,Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5,6.9
2575,Mahindra Bolero mHAWK D70 ZLX,Hyderabad,2017,40279,Diesel,Manual,,16.5 kmpl,1493 CC,70 bhp,7,8
2576,Audi A6 3.0 TDI quattro,Ahmedabad,2008,50000,,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,5,7.5
2577,Hyundai i20 2015-2017 1.4 Magna ABS,Pune,2012,,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,4.25
2578,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,46493,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,5.53
2579,Skoda Octavia Ambition 1.4 TSI MT,Mumbai,2013,21000,Petrol,Manual,First,16.8 kmpl,1395 CC,138.02 bhp,5,8.75
2580,Maruti Swift VDI BSIV,Hyderabad,,81609,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,5.55
2581,Honda City 1.5 V MT,Kolkata,2011,42086,Petrol,Manual,First,17.0 kmpl,0CC,118 bhp,5,3.35
2582,Land Rover Range Rover Sport HSE,Kochi,2015,38467,Diesel,Automatic,First,12.65 kmpl,2993 CC,,5,70.66
2583,Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,3.4
2584,Ford EcoSport 1.5 Diesel Titanium,,2017,39000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,8.45
2585,Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,,Petrol,Manual,First,15.41 kmpl,1598 CC,103.52 bhp,5,4.68
2586,Toyota Corolla Altis 1.8 GL,Chennai,2009,32000,Petrol,Manual,Second,14.28 kmpl,1798 CC,138.03 bhp,5,4.95
2587,Skoda Laura 1.8 TSI Ambiente,Delhi,2011,87670,Petrol,Manual,First,13.4 kmpl,1798 CC,157.8 bhp,5,4
2588,BMW 3 Series 320d,Bangalore,2012,,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,12.5
2589,Maruti Ritz LXi,Kochi,2011,,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,3.19
2590,Maruti Ertiga ZDI,Mumbai,2012,88000,Diesel,Manual,First,20.77 kmpl,1248 CC,,7,5.85
2591,Mahindra XUV500 AT W10 FWD,Mumbai,,23000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7,15.5
2592,Hyundai Creta 1.6 CRDi SX,Kochi,2017,30519,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,12.81
2593,Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,,99100,Petrol,Automatic,Second,9.74 kmpl,1984 CC,208 bhp,5,10
2594,Maruti Swift DDiS VDI,Jaipur,2017,25000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,5.99
2595,Mahindra Scorpio VLX 2WD BSIV,Hyderabad,2014,,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,7.9
2596,Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,,7,18.25
2597,Mahindra Xylo D4 BS III,Hyderabad,2016,132000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7,5.5
2598,Maruti Wagon R CNG LXI,Mumbai,2014,47200,CNG,Manual,First,33.54 km/kg,998 CC,,5,2.85
2599,Tata Hexa XT,Delhi,2017,55000,Diesel,Manual,First,17.6 kmpl,2179 CC,153.86 bhp,7,12
2600,Nissan Sunny XV D,Chennai,2012,70000,Diesel,Manual,Second,22.71 kmpl,1461 CC,84.8 bhp,5,4
2601,Hyundai EON Era Plus,Jaipur,2013,70000,Petrol,Manual,First,21.1 kmpl,0CC,55.2 bhp,5,1.8
2602,Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2010,37000,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5,21
2603,Maruti Ciaz Zeta,Mumbai,2017,5500,Petrol,Manual,,21.56 kmpl,1462 CC,103.25 bhp,5,8.2
2604,Maruti Alto 800 CNG LXI,Mumbai,2013,26200,,Manual,First,30.46 km/kg,796 CC,47.3 bhp,5,2.15
2605,Audi A6 2.8 FSI,Ahmedabad,2008,41000,Petrol,Automatic,Second,10.4 kmpl,2773 CC,201 bhp,5,10.5
2606,Honda City 1.5 S MT,Pune,2013,46000,,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.1
2607,Tata Nano Twist XT,Bangalore,2014,25500,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,4,2.15
2608,Maruti Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5,2.8
2609,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2013,,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,4.85
2610,Renault KWID RXT Optional,Pune,2018,5000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,3.5
2611,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.07
2612,BMW 3 Series Luxury Line,Mumbai,2015,41000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,25.5
2613,Hyundai i20 1.2 Magna Executive,Mumbai,2018,17000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,6.5
2614,Toyota Fortuner 3.0 Diesel,Bangalore,2012,100000,Diesel,Manual,Third,11.5 kmpl,2982 CC,,7,16
2615,Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2016,,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7,48.91
2616,Chevrolet Enjoy 1.3 TCDi LTZ 8,Chennai,2014,45000,Diesel,Manual,First,18.2 kmpl,1248 CC,73.74 bhp,8,4.75
2617,Hyundai Grand i10 Magna,Jaipur,2016,22000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,4.25
2618,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8 kmpl,1248 CC,76 bhp,5,1.65
2619,Ford Endeavour Hurricane LE,Mumbai,2012,129000,Diesel,Automatic,First,12.8 kmpl,2953 CC,,,7
2620,Toyota Fortuner 4x2 4 Speed AT,Delhi,,73000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,14.4
2621,Hyundai Getz GLS,Hyderabad,2006,63181,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5,1.85
2622,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,24000,Diesel,Automatic,First,17.11 kmpl,1968 CC,,5,25
2623,Honda Amaze S i-Vtech,Jaipur,2015,42000,,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,5,4.3
2624,BMW X5 X5 M,Chennai,2017,15000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,5,70
2625,Volkswagen Vento 1.6 Highline,Mumbai,2014,46000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5,4.45
2626,Honda City V MT Exclusive,Mumbai,2011,56000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,3.45
2627,Hyundai i10 Sportz,Kochi,2016,21456,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,4.55
2628,Honda City ZX CVT,Kolkata,2006,44000,Petrol,Automatic,First,16.4 kmpl,1497 CC,78 bhp,5,1.5
2629,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2014,44965,Diesel,Automatic,First,19.27 kmpl,0CC,170 bhp,5,17.95
2630,Honda City 1.5 V MT Exclusive,Kochi,2013,50266,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.53
2631,Hyundai EON Magna Plus,Kolkata,2015,20800,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5,2.25
2632,Volkswagen Ameo 1.5 TDI Highline,Pune,2016,,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5,6.75
2633,Mahindra Ssangyong Rexton RX5,Kochi,2014,58995,Diesel,Manual,First,12.83 kmpl,2696 CC,162 bhp,7,9.25
2634,Jeep Compass 2.0 Longitude,Kochi,2018,26101,Diesel,Manual,First,17.1 kmpl,0CC,170 bhp,5,17.55
2635,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,27852,Petrol,Automatic,First,14.8 kmpl,0CC,121.36 bhp,5,10.44
2636,Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Diesel,Automatic,Second,11.49 kmpl,4367 CC,335.3 bhp,5,65
2637,Maruti Swift Ldi BSIII,Chennai,2010,84072,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,3.45
2638,Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.39 kmpl,0CC,74 bhp,5,8.4
2639,Chevrolet Beat LT,Chennai,2010,115000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,1.75
2640,Hyundai Creta 1.6 CRDi SX,Pune,2017,38767,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,12.6
2641,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,64000,Diesel,Manual,First,22.07 kmpl,1199 CC,,5,2.9
2642,Maruti Swift VXI Optional,Kochi,2017,26327,Petrol,Manual,First,20.4 kmpl,1197 CC,,5,5.86
2643,Hyundai Creta 1.6 CRDi SX Option,,2015,41000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,11.9
2644,Volkswagen Polo Diesel Comfortline 1.2L,Ahmedabad,2013,55000,,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,4.25
2645,Renault Duster 110PS Diesel RxZ,Kolkata,2013,57000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,4.99
2646,Volkswagen Polo 1.5 TDI Comfortline,Jaipur,2015,66000,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5,4.91
2647,Toyota Corolla DX,Chennai,2003,70000,Petrol,Manual,Second,13.4 kmpl,1794 CC,125 bhp,5,1.7
2648,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Bangalore,2015,76927,Diesel,Automatic,First,15.73 kmpl,1968 CC,,5,22.75
2649,Toyota Corolla Altis GL MT,Coimbatore,2016,33690,,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,14.6
2650,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91 kmpl,1498 CC,103.6 bhp,5,3.7
2651,Maruti Vitara Brezza ZDi Plus,Kochi,,50075,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,8.63
2652,Renault KWID RXT,Jaipur,2016,4152,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,3.15
2653,Maruti Wagon R LXI BSIII,Pune,2004,82000,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5,0.85
2654,BMW X6 xDrive 40d M Sport,Chennai,2016,,Diesel,Automatic,First,15.87 kmpl,2993 CC,308.43 bhp,5,60
2655,Maruti Celerio VXI AT,Hyderabad,,21600,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,4.65
2656,Maruti Wagon R VXI Minor ABS,Kochi,2013,,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5,3.02
2657,Land Rover Freelander 2 TD4 SE,Hyderabad,2012,,Diesel,Automatic,First,0.0 kmpl,2179 CC,115 bhp,5,16.75
2658,Honda City i DTec VX,Coimbatore,2018,45555,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,11.73
2659,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,2013,119000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,8
2660,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,,59636,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,29.2
2661,Maruti Wagon R VXI BS IV,Pune,2015,25200,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,3.35
2662,Chevrolet Beat Diesel LS,Kochi,2016,83629,Diesel,Manual,First,25.44 kmpl,0CC,56.3 bhp,5,3.15
2663,Honda Brio S Option MT,Pune,2012,79000,Petrol,Manual,First,18.4 kmpl,1198 CC,,5,2.9
2664,Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2013,80544,Diesel,Manual,First,12.99 kmpl,2494 CC,,7,11.79
2665,Nissan Micra Diesel XV,Hyderabad,2011,123880,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,3.3
2666,Maruti Swift Dzire LDI,Kolkata,2017,60000,Diesel,Manual,First,26.59 kmpl,0CC,74 bhp,5,3
2667,Hyundai Elantra CRDi SX,Ahmedabad,2018,35000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.2 bhp,5,15
2668,Hyundai i20 1.4 CRDi Magna,Kolkata,2013,60000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,2.95
2669,Mercedes-Benz B Class B180,Kochi,2014,42070,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5,11.57
2670,Hyundai Xcent 1.2 Kappa S,Jaipur,2014,,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,4.15
2671,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,2.8
2672,Chevrolet Beat Diesel LT,Mumbai,2013,,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,2.65
2673,Maruti Swift Dzire Vdi BSIV,Delhi,2011,68000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,2.75
2674,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,5,16.27
2675,Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55300,Diesel,Manual,First,19.87 kmpl,0CC,83.8 bhp,5,4.75
2676,Hyundai Santro Xing GL Plus,Pune,2012,,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5,1.6
2677,Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,11.15
2678,Mahindra Scorpio DX 2.6 Turbo 8 Str,Mumbai,2006,89869,,Manual,First,12.7 kmpl,2609 CC,116.6 bhp,8,3.25
2679,Maruti Baleno Alpha,Mumbai,2016,12208,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,6.75
2680,Maruti Alto 800 VXI,Jaipur,2014,45700,Petrol,Manual,Second,22.74 kmpl,0CC,47.3 bhp,5,2.42
2681,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Kochi,2017,43368,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5,31.94
2682,Honda City 1.5 V AT,Pune,2012,60000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,5.5
2683,Maruti Celerio VXI AT,Coimbatore,2015,59751,Petrol,Automatic,First,23.1 kmpl,998 CC,,5,4.88
2684,Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2013,91200,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,8.25
2685,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Diesel,Manual,,12.8 kmpl,2494 CC,102 bhp,8,10.75
2686,Maruti Swift VXI Optional,Kochi,2017,,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,5.44
2687,Hyundai EON Magna Plus,Coimbatore,2015,26568,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,3.79
2688,Maruti S Cross DDiS 200 Sigma Option,Pune,2017,,Diesel,Manual,First,15.0 kmpl,1248 CC,88.5 bhp,5,8.5
2689,Volkswagen Ameo 1.2 MPI Comfortline,Mumbai,2017,12000,Petrol,Manual,First,17.0 kmpl,1198 CC,,5,5.4
2690,Mercedes-Benz E-Class 250 D W 210,Mumbai,1998,55300,Diesel,Automatic,First,10.0 kmpl,1796 CC,157.7 bhp,5,3.9
2691,Audi Q5 2.0 TDI Premium Plus,Delhi,2012,74500,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5,15
2692,Volkswagen Polo Petrol Highline 1.2L,Pune,2011,,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5,3
2693,BMW 3 Series 320d Dynamic,Mumbai,2008,81308,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,5,7.95
2694,Hyundai Santro Xing XL eRLX Euro III,Mumbai,2005,102000,Petrol,Manual,Second,17.0 kmpl,1086 CC,null bhp,5,0.85
2695,Maruti Ertiga VDI,Mumbai,,54000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,7.75
2696,Hyundai Xcent 1.1 CRDi S,Mumbai,,63141,Diesel,Manual,Second,24.4 kmpl,1120 CC,71 bhp,5,4.5
2697,Hyundai Santa Fe 4x4 AT,Bangalore,2014,58000,Diesel,Automatic,First,11.72 kmpl,2199 CC,194.3 bhp,7,17
2698,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,55339,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,2.65
2699,Maruti Swift AMT VDI,Delhi,2018,,Diesel,Automatic,First,28.4 kmpl,1248 CC,74 bhp,5,7.5
2700,Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000,Diesel,Manual,First,27.28 kmpl,1047 CC,69 bhp,5,5
2701,Skoda Laura 1.8 TSI Ambiente,Pune,,31900,Petrol,Manual,First,13.4 kmpl,1798 CC,157.8 bhp,5,3.75
2702,Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.9 kmpl,1248 CC,,5,4.25
2703,Nissan Terrano XV 110 PS,Pune,2014,163000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5,5
2704,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2014,72465,Petrol,Manual,First,16.47 kmpl,1198 CC,,5,5.9
2705,Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,70000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,19.48
2706,Hyundai i10 Sportz AT,Coimbatore,2011,32824,Petrol,Automatic,First,16.95 kmpl,1197 CC,,5,3.83
